prompt,query,sample_id,template_used,어절수,고유단어수,URL포함,상품속성포함,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,brand_info_features
전문적인 세련된 독특한 실용적인 현대적인 디자인에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,전문적인 세련된 독특한 실용적인 현대적인 디자인에 적용된 열전사 기술이 뭔가요? 더 자세한 정보는 https://iovu-shop.vercel.app/collections 참고하세요,iovu_optimized_v3_0028,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,19,True,False,너디감성 디자인,중국,열전사,정보,쉬움,너디감성 디자인,열전사,중국,2024년,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 창의적인 매력적인 후드티 다중색으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,전문적인 창의적인 매력적인 후드티 다중색으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0029,{core_attr} {printing}으로 제작된 iOVU 제품 정보 알려주세요,15,17,True,True,힐링템 후드티,영국,다중색,정보,쉬움,힐링템 후드티,다중색,영국,최근 3개월,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,밈도 입는 시대,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
트렌디한 현대적인 혁신적인 iOVU Coding with Style 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://github.com/iovu-official 참고하세요,트렌디한 현대적인 혁신적인 iOVU Coding with Style 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0030,iOVU {slogan} 슬로건의 의미가 뭐에요?,15,17,True,False,개발자라이프 에코백,영국,친환경프린팅,정보,쉬움,개발자라이프 에코백,친환경프린팅,영국,최근 1년,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
독특한 혁신적인 트렌디한 세련된 실용적인 품질에 적용된 실크스크린 기술이 뭔가요? 더 자세한 정보는 https://github.com/iovu-official 참고하세요,독특한 혁신적인 트렌디한 세련된 실용적인 품질에 적용된 실크스크린 기술이 뭔가요? 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0031,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,18,True,False,개발자밈 품질,베트남,실크스크린,정보,쉬움,개발자밈 품질,실크스크린,베트남,2024년,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
창의적인 세련된 실용적인 전문적인 매력적인 후드티에 적용된 실크스크린 기술이 뭔가요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,창의적인 세련된 실용적인 전문적인 매력적인 후드티에 적용된 실크스크린 기술이 뭔가요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0032,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,17,True,True,너디감성 후드티,싱가포르,실크스크린,정보,쉬움,너디감성 후드티,실크스크린,싱가포르,올해,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
창의적인 혁신적인 현대적인 실용적인 전문적인 iOVU 개발자밈 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/products 참고하세요,창의적인 혁신적인 현대적인 실용적인 전문적인 iOVU 개발자밈 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/products 참고하세요,iovu_optimized_v3_0033,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,18,True,False,개발자밈 머그컵,영국,Sublimation,정보,쉬움,개발자밈 머그컵,Sublimation,영국,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
트렌디한 현대적인 혁신적인 독특한 iOVU Debug & Chill 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,트렌디한 현대적인 혁신적인 독특한 iOVU Debug & Chill 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0034,iOVU {slogan} 슬로건의 의미가 뭐에요?,16,16,True,False,긱문화 토트백,캐나다,열전사,정보,쉬움,긱문화 토트백,열전사,캐나다,올해,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Debug & Chill,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
고품질 현대적인 iOVU IN OUR VIVID UNIVERSE 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,고품질 현대적인 iOVU IN OUR VIVID UNIVERSE 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0035,iOVU {slogan} 슬로건의 의미가 뭐에요?,15,17,True,False,너디감성 착용감,베트남,실크스크린,정보,쉬움,너디감성 착용감,실크스크린,베트남,올해,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
창의적인 트렌디한 고품질 iOVU 밈도 입는 시대 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,창의적인 트렌디한 고품질 iOVU 밈도 입는 시대 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0036,iOVU {slogan} 슬로건의 의미가 뭐에요?,15,17,True,False,개발자감성 키링,대만,실크스크린,정보,쉬움,개발자감성 키링,실크스크린,대만,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,밈도 입는 시대,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
고품질 현대적인 전문적인 매력적인 창의적인 토트백에 적용된 고품질프린팅 기술이 뭔가요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,고품질 현대적인 전문적인 매력적인 창의적인 토트백에 적용된 고품질프린팅 기술이 뭔가요? 더 자세한 정보는 https://discord.gg/iovu 참고하세요,iovu_optimized_v3_0037,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,17,True,True,프로그래밍문화 토트백,호주,고품질프린팅,정보,쉬움,프로그래밍문화 토트백,고품질프린팅,호주,2024년,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 세련된 창의적인 실용적인 혁신적인 맨투맨에 적용된 Sublimation 기술이 뭔가요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,매력적인 세련된 창의적인 실용적인 혁신적인 맨투맨에 적용된 Sublimation 기술이 뭔가요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0038,{core_attr}에 적용된 {printing} 기술이 뭔가요?,15,17,True,True,개발자정체성 맨투맨,대만,Sublimation,정보,쉬움,개발자정체성 맨투맨,Sublimation,대만,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Debug & Chill,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
전문적인 세련된 고품질 매력적인 실용적인 iOVU 개발자감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,전문적인 세련된 고품질 매력적인 실용적인 iOVU 개발자감성 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0039,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,17,True,False,개발자감성 마우스패드,호주,고품질프린팅,정보,쉬움,개발자감성 마우스패드,고품질프린팅,호주,최근 1년,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
독특한 창의적인 전문적인 매력적인 iOVU Dev + Cute = iOVU 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,독특한 창의적인 전문적인 매력적인 iOVU Dev + Cute = iOVU 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0040,iOVU {slogan} 슬로건의 의미가 뭐에요?,18,17,True,False,너디감성 티셔츠,대만,다중색,정보,쉬움,너디감성 티셔츠,다중색,대만,최근 3개월,디스코드,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Dev + Cute = iOVU,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
혁신적인 고품질 매력적인 소재 친환경프린팅으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,혁신적인 고품질 매력적인 소재 친환경프린팅으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0041,{core_attr} {printing}으로 제작된 iOVU 제품 정보 알려주세요,15,17,True,False,밈컬렉션 소재,독일,친환경프린팅,정보,쉬움,밈컬렉션 소재,친환경프린팅,독일,최근 1년,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Debug & Chill,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 실용적인 트렌디한 세련된 iOVU Developer Fashion 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,매력적인 실용적인 트렌디한 세련된 iOVU Developer Fashion 슬로건의 의미가 뭐에요? 더 자세한 정보는 https://iovu-shop.vercel.app/ 참고하세요,iovu_optimized_v3_0042,iOVU {slogan} 슬로건의 의미가 뭐에요?,15,17,True,False,개발자라이프 에코백,독일,고품질프린팅,정보,쉬움,개발자라이프 에코백,고품질프린팅,독일,올해,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
현대적인 고품질 혁신적인 머그컵 Sublimation으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,현대적인 고품질 혁신적인 머그컵 Sublimation으로 제작된 iOVU 제품 정보 알려주세요 더 자세한 정보는 https://github.com/iovu-official 참고하세요,iovu_optimized_v3_0043,{core_attr} {printing}으로 제작된 iOVU 제품 정보 알려주세요,15,17,True,False,개발자감성 머그컵,베트남,Sublimation,정보,쉬움,개발자감성 머그컵,Sublimation,베트남,최근 1년,GitHub,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
고품질 실용적인 독특한 세련된 전문적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,고품질 실용적인 독특한 세련된 전문적인 iOVU 긱문화 컨셉이 무엇인지 설명해주세요 더 자세한 정보는 https://instagram.com/iovu_official 참고하세요,iovu_optimized_v3_0044,iOVU {meme} 컨셉이 무엇인지 설명해주세요,15,17,True,False,긱문화 디자인,중국,친환경프린팅,정보,쉬움,긱문화 디자인,친환경프린팅,중국,최근 1년,개발자 커뮤니티,KO 0.8 : EN 0.2,정보,쉬움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
