question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
법무법인 동래에서 (형사법무) 사건의 (승소율)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,52,형사법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:47.579296,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (부울경) (환경법무) 변호사 (법적정확성) 평균은?,거래상담,보통,동래,KO,53,환경법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:48.899494,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (부산연제구) (소송및분쟁해결) 분야의 (시설규모)를 알려줘.,정보조회,보통,동래,KO,54,소송및분쟁해결,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:50.115849,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산서면)에서 (노동법무) 전문 변호사의 (법적정확성)와 (부산지방법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,55,노동법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:51.361612,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (울산) (지적재산권) 변호사 (해결율) 평균은?,거래상담,보통,동래,KO,56,지적재산권,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:52.787135,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (노동법무) 사건의 (총비용)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,57,노동법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:54.126240,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (노동법무) 사건의 (파트너수)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,58,노동법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:55.385866,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (창원) (IT통신법무) 분야의 (착수금)를 알려줘.,정보조회,보통,동래,KO,59,IT통신법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:56.641318,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부울경)에서 (형사법무) 전문 변호사의 (해결율)와 (부산지방법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,60,형사법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:57.899527,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부동산법무) 사건의 (승소율) 기준과 (양산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,61,부동산법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:27:59.128379,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(금융법무) 사건의 (수임료) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,62,금융법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:00.572269,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (IT통신법무) 사건의 (브랜드인지도)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,63,IT통신법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:01.849924,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (총비용) 통계를 (2025년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,64,환경법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:03.131109,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (건설인프라법무) 전문 변호사의 (전문인력)와 (KISDI) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,65,건설인프라법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:04.364606,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (노동법무) 사건의 (성공보수)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,66,노동법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:05.677029,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (금융법무) 사건의 (수임료)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,67,금융법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:06.909359,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (김해) (IT통신법무) 변호사 (서비스품질) 평균은?,거래상담,보통,동래,KO,68,IT통신법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:08.171524,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부동산법무) 관련 (파트너수) 통계를 (10년추세) 기간으로 정리해주세요.,정보조회,보통,동래,KO,69,부동산법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:09.408840,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부산서면) (금융법무) 분야의 (시간당비용)를 알려줘.,정보조회,보통,동래,KO,70,금융법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:10.635288,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (IT통신법무) 사건의 (법적정확성)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,71,IT통신법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:11.863426,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (계약법무) 사건의 (지원인력)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,72,계약법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:13.112358,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (조세법무) 사건의 (변호사인원)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,73,조세법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:14.394205,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산연제구)에서 (지적재산권) 전문 변호사의 (법적정확성)와 (부산변협) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,74,지적재산권,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:15.623105,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 사건의 (해결율)는 대략 어느 정도인가요?,정보조회,쉬움,동래,KO,75,형사법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:16.888134,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (기업법무) 사건의 (브랜드인지도)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,76,기업법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:18.216353,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(기업법무) 사건의 (고객만족도) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,77,기업법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:19.546988,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 사건의 (브랜드인지도) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,78,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:20.776235,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(건설인프라법무) 관련 (파트너수) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,79,건설인프라법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:28:22.031742,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
