question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
울산 소송및분쟁해결 분야 전문인력 현황을 2025년 기준으로 알려줘요,정보조회,보통,동래,KO,54,소송및분쟁해결,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:21.260707,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산연제구 개인정보보호 분야 변호사인원 현황을 2024년 기준으로 알려줘요,정보조회,보통,동래,KO,55,개인정보보호,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:22.497962,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 IT통신법무 사건의 파트너수와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,56,IT통신법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:23.722554,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면 의료헬스케어법무 전문 변호사 브랜드인지도 상담받고 싶어요,거래상담,보통,동래,KO,57,의료헬스케어법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:24.952557,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
건설인프라법무 관련 지원인력와 절차를 김해 기준으로 설명해주세요,거래상담,보통,동래,KO,58,건설인프라법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:26.182959,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 창원 의료헬스케어법무 분야의 사건처리속도를 알려줘요,정보조회,보통,동래,KO,59,의료헬스케어법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:27.428744,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근5년 기준 부울경 금융법무 분야의 브랜드인지도를 알려줘요,정보조회,보통,동래,KO,60,금융법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:28.696992,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 부울경 환경법무 변호사 서비스품질 평균은?,거래상담,보통,동래,KO,61,환경법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:29.942186,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
계약법무 사건의 법적정확성 기준과 울산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,62,계약법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:31.197500,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 기준 부산 개인정보보호 변호사 시장점유율 평균은?,거래상담,보통,동래,KO,63,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:32.430285,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
금융법무 관련 서비스품질 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,64,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:33.665960,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 동안 부산서면 환경법무 변호사 고객만족도 평균은?,정보조회,보통,동래,KO,65,환경법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:34.891559,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
노동법무 관련 해결율와 절차를 부산 기준으로 설명해주세요,거래상담,보통,동래,KO,66,노동법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:36.118730,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 계약법무 사건의 시장점유율와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,67,계약법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:37.361585,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
계약법무 관련 사건처리속도와 절차를 양산 기준으로 설명해주세요,거래상담,보통,동래,KO,68,계약법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:38.600257,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 동안 울산 노동법무 변호사 사건처리속도 평균은?,정보조회,보통,동래,KO,69,노동법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:39.830802,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산해운대에서 계약법무 전문 변호사의 해결율와 대한변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,70,계약법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:41.440835,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 계약법무 사건의 변호사인원와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,71,계약법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:42.676343,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
기업법무 사건의 수임료 기준과 부산해운대 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,72,기업법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:43.923044,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 기준 부산연제구 의료헬스케어법무 변호사 해결율 평균은?,거래상담,보통,동래,KO,73,의료헬스케어법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:45.210322,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 김해 금융법무 변호사 착수금 평균은?,정보조회,보통,동래,KO,74,금융법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:46.448863,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
개인정보보호 관련 고객만족도 정보가 필요해요,정보조회,쉬움,동래,KO,75,개인정보보호,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:47.689397,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 노동법무 사건의 고객대응품질와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,76,노동법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:48.924778,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
노동법무 사건의 시설규모 기준과 경남 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,77,노동법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:50.162982,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 소송및분쟁해결 사건의 변호사인원와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,78,소송및분쟁해결,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:51.401698,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면에서 IT통신법무 전문 변호사의 서비스품질와 부산지법 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,79,IT통신법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:52.635067,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 기준 부산해운대 금융법무 분야의 시장점유율를 알려줘요,정보조회,보통,동래,KO,80,금융법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:53.873857,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원 조세법무 전문 변호사 시간당비용 상담받고 싶어요,거래상담,보통,동래,KO,81,조세법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:08:55.124087,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
