prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
부울경 형사법무 분야 지원인력 현황을 2019-2023년 기준으로 알려줘요,신속하게 이혼 절차와 비용이 궁금합니다,clean_prompt_0041,부울경 형사법무 분야 지원인력 현황을 2019-2023년 기준으로 알려줘,,,,정보조회,보통,형사법무,지원인력,부울경,2019-2023년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
형사법무 사건의 고객대응품질 기준과 부산해운대 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,신속하게 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0042,형사법무 사건의 고객대응품질 기준과 부산해운대 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,형사법무,고객대응품질,부산해운대,10년추세,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 의료헬스케어법무 전문 변호사 시간당비용 상담받고 싶어요,신속하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0043,부산서면 의료헬스케어법무 전문 변호사 시간당비용 상담받고 싶어요,,,,거래상담,보통,의료헬스케어법무,시간당비용,부산서면,2019-2023년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 노동법무 사건의 전문성와 서비스 내용을 상담받고 싶습니다,신속하게 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0044,법무법인 동래에서 노동법무 사건의 전문성와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,노동법무,전문성,부산,10년추세,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
환경법무 관련 승소율 통계를 팬데믹이후 기간으로 정리해주세요,신속하게 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0045,환경법무 관련 승소율 통계를 팬데믹이후 기간으로 정리해주세요,,,,정보조회,보통,환경법무,승소율,창원,팬데믹이후,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
계약법무 관련 시장점유율 통계를 2019-2023년 기간으로 정리해주세요,정확하게 이혼 절차와 비용이 궁금합니다,clean_prompt_0046,계약법무 관련 시장점유율 통계를 2019-2023년 기간으로 정리해주세요,,,,정보조회,보통,계약법무,시장점유율,김해,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 환경법무 전문 변호사 브랜드인지도 상담받고 싶어요,정확하게 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0047,울산 환경법무 전문 변호사 브랜드인지도 상담받고 싶어요,,,,거래상담,보통,환경법무,브랜드인지도,울산,2019-2023년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 부동산법무 사건의 고객대응품질와 서비스 내용을 상담받고 싶습니다,정확하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0048,법무법인 동래에서 부동산법무 사건의 고객대응품질와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,부동산법무,고객대응품질,양산,팬데믹이후,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 기업법무 전문 변호사 수임료 상담받고 싶어요,정확하게 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0049,경남 기업법무 전문 변호사 수임료 상담받고 싶어요,,,,거래상담,보통,기업법무,수임료,경남,최근3년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
IT통신법무 관련 변호사인원 통계를 최근3년 기간으로 정리해주세요,정확하게 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0050,IT통신법무 관련 변호사인원 통계를 최근3년 기간으로 정리해주세요,,,,정보조회,보통,IT통신법무,변호사인원,부산연제구,최근3년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 동안 부산해운대 의료헬스케어법무 변호사 서비스품질 평균은?,회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0051,10년추세 동안 부산해운대 의료헬스케어법무 변호사 서비스품질 평균은?,,,,정보조회,보통,의료헬스케어법무,서비스품질,부산해운대,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 조세법무 전문 변호사 전문성 상담받고 싶어요,회사 설립 관련 법무 서비스가 필요해요 도움주세요,clean_prompt_0052,부산연제구 조세법무 전문 변호사 전문성 상담받고 싶어요,,,,거래상담,보통,조세법무,전문성,부산연제구,최근3년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 개인정보보호 사건의 시간당비용와 서비스 내용을 상담받고 싶습니다,회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0053,법무법인 동래에서 개인정보보호 사건의 시간당비용와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,개인정보보호,시간당비용,울산,2025년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 지적재산권 사건의 총비용와 서비스 내용을 상담받고 싶습니다,회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0054,법무법인 동래에서 지적재산권 사건의 총비용와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,지적재산권,총비용,양산,2019-2023년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 소송및분쟁해결 분야 전문인력 현황을 2025년 기준으로 알려줘요,회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0055,울산 소송및분쟁해결 분야 전문인력 현황을 2025년 기준으로 알려줘,,,,정보조회,보통,소송및분쟁해결,전문인력,울산,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 개인정보보호 분야 변호사인원 현황을 2024년 기준으로 알려줘요,급하게 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0056,부산연제구 개인정보보호 분야 변호사인원 현황을 2024년 기준으로 알려줘,,,,정보조회,보통,개인정보보호,변호사인원,부산연제구,2024년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 IT통신법무 사건의 파트너수와 서비스 내용을 상담받고 싶습니다,급하게 회사 설립 관련 법무 서비스가 필요해요 도움주세요,clean_prompt_0057,법무법인 동래에서 IT통신법무 사건의 파트너수와 서비스 내용을 상담받고 싶습니다,,,,거래상담,보통,IT통신법무,파트너수,부산연제구,2025년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 의료헬스케어법무 전문 변호사 브랜드인지도 상담받고 싶어요,급하게 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0058,부산서면 의료헬스케어법무 전문 변호사 브랜드인지도 상담받고 싶어요,,,,거래상담,보통,의료헬스케어법무,브랜드인지도,부산서면,2019-2023년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
건설인프라법무 관련 지원인력와 절차를 김해 기준으로 설명해주세요,급하게 회사 설립 관련 법무 서비스가 필요해요 문의드려요,clean_prompt_0059,건설인프라법무 관련 지원인력와 절차를 김해 기준으로 설명해주세요,,,,거래상담,보통,건설인프라법무,지원인력,김해,10년추세,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 기준 창원 의료헬스케어법무 분야의 사건처리속도를 알려줘요,급하게 회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0060,팬데믹이후 기준 창원 의료헬스케어법무 분야의 사건처리속도를 알려줘,,,,정보조회,보통,의료헬스케어법무,사건처리속도,창원,팬데믹이후,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근5년 기준 부울경 금융법무 분야의 브랜드인지도를 알려줘요,전문적으로 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0061,최근5년 기준 부울경 금융법무 분야의 브랜드인지도를 알려줘,,,,정보조회,보통,금융법무,브랜드인지도,부울경,최근5년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
