prompt,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,template_used,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions,sample_id,query
(2025년) 기준 (양산) (형사법무) 변호사 (승소율) 평균은?,,,,거래상담,보통,형사법무,승소율,양산,2025년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(2025년) 기준 (양산) (형사법무) 변호사 (승소율) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0039,전문적으로 이혼 절차와 비용이 궁금합니다 문의드려요
(2025년) 기준 (김해) (노동법무) 분야의 (고객대응품질)를 알려줘.,,,,정보조회,보통,노동법무,고객대응품질,김해,2025년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(2025년) 기준 (김해) (노동법무) 분야의 (고객대응품질)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0040,전문적으로 이혼 절차와 비용이 궁금합니다 알려주세요
(경남)에서 (금융법무) 전문 변호사의 (사건처리속도)와 (부산법원) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,금융법무,사건처리속도,경남,팬데믹이후,부산법원,KO 0.9 : EN 0.1,정보조회,보통,(경남)에서 (금융법무) 전문 변호사의 (사건처리속도)와 (부산법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0041,신속하게 이혼 절차와 비용이 궁금합니다
(2019-2023년) 기준 (양산) (지적재산권) 변호사 (고객만족도) 평균은?,,,,거래상담,보통,지적재산권,고객만족도,양산,2019-2023년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,(2019-2023년) 기준 (양산) (지적재산권) 변호사 (고객만족도) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0042,신속하게 이혼 절차와 비용이 궁금합니다 도움주세요
(2024년) 기준 (부울경) (형사법무) 변호사 (법적정확성) 평균은?,,,,거래상담,보통,형사법무,법적정확성,부울경,2024년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,(2024년) 기준 (부울경) (형사법무) 변호사 (법적정확성) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0043,신속하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요
(2025년) 기준 (창원) (건설인프라법무) 변호사 (브랜드인지도) 평균은?,,,,거래상담,보통,건설인프라법무,브랜드인지도,창원,2025년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,(2025년) 기준 (창원) (건설인프라법무) 변호사 (브랜드인지도) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0044,신속하게 이혼 절차와 비용이 궁금합니다 문의드려요
(지적재산권) 관련 (서비스품질) 통계를 (10년추세) 기간으로 정리해주세요.,,,,정보조회,보통,지적재산권,서비스품질,창원,10년추세,부산변협,KO 0.9 : EN 0.1,정보조회,보통,(지적재산권) 관련 (서비스품질) 통계를 (10년추세) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0045,신속하게 이혼 절차와 비용이 궁금합니다 알려주세요
(형사법무) 관련 (파트너수) 통계를 (2019-2023년) 기간으로 정리해주세요.,,,,정보조회,보통,형사법무,파트너수,울산,2019-2023년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,(형사법무) 관련 (파트너수) 통계를 (2019-2023년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0046,정확하게 이혼 절차와 비용이 궁금합니다
(의료헬스케어법무) 사건의 (사건처리속도) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,,,,거래상담,보통,의료헬스케어법무,사건처리속도,부산해운대,최근3년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,(의료헬스케어법무) 사건의 (사건처리속도) 기준과 (부산해운대) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0047,정확하게 이혼 절차와 비용이 궁금합니다 도움주세요
(최근5년) 기준 (부울경) (소송및분쟁해결) 변호사 (브랜드인지도) 평균은?,,,,거래상담,보통,소송및분쟁해결,브랜드인지도,부울경,최근5년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,(최근5년) 기준 (부울경) (소송및분쟁해결) 변호사 (브랜드인지도) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0048,정확하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요
(2024년) 기준 (부산) (IT통신법무) 변호사 (수임료) 평균은?,,,,거래상담,보통,IT통신법무,수임료,부산,2024년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(2024년) 기준 (부산) (IT통신법무) 변호사 (수임료) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0049,정확하게 이혼 절차와 비용이 궁금합니다 문의드려요
(부산해운대)에서 (노동법무) 전문 변호사의 (변호사인원)와 (대법원) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,노동법무,변호사인원,부산해운대,2019-2023년,대법원,KO 0.9 : EN 0.1,정보조회,보통,(부산해운대)에서 (노동법무) 전문 변호사의 (변호사인원)와 (대법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0050,정확하게 이혼 절차와 비용이 궁금합니다 알려주세요
(부울경)에서 (소송및분쟁해결) 전문 변호사의 (법적정확성)와 (부산법원) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,소송및분쟁해결,법적정확성,부울경,최근5년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,(부울경)에서 (소송및분쟁해결) 전문 변호사의 (법적정확성)와 (부산법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0051,회사 설립 관련 법무 서비스가 필요해요
(10년추세) 기준 (부산해운대) (노동법무) 변호사 (승소율) 평균은?,,,,거래상담,보통,노동법무,승소율,부산해운대,10년추세,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(10년추세) 기준 (부산해운대) (노동법무) 변호사 (승소율) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0052,회사 설립 관련 법무 서비스가 필요해요 도움주세요
법무법인 동래에서 (형사법무) 사건의 (승소율)와 서비스 내용을 상담받고 싶습니다.,,,,거래상담,보통,형사법무,승소율,울산,팬데믹이후,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (형사법무) 사건의 (승소율)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0053,회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요
(팬데믹이후) 기준 (부울경) (환경법무) 변호사 (법적정확성) 평균은?,,,,거래상담,보통,환경법무,법적정확성,부울경,팬데믹이후,대법원,KO 0.9 : EN 0.1,거래상담,보통,(팬데믹이후) 기준 (부울경) (환경법무) 변호사 (법적정확성) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0054,회사 설립 관련 법무 서비스가 필요해요 문의드려요
(10년추세) 기준 (부산연제구) (소송및분쟁해결) 분야의 (시설규모)를 알려줘.,,,,정보조회,보통,소송및분쟁해결,시설규모,부산연제구,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (부산연제구) (소송및분쟁해결) 분야의 (시설규모)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0055,회사 설립 관련 법무 서비스가 필요해요 알려주세요
(부산서면)에서 (노동법무) 전문 변호사의 (법적정확성)와 (부산지방법원) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,노동법무,법적정확성,부산서면,2019-2023년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,(부산서면)에서 (노동법무) 전문 변호사의 (법적정확성)와 (부산지방법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0056,급하게 회사 설립 관련 법무 서비스가 필요해요
(최근3년) 기준 (울산) (지적재산권) 변호사 (해결율) 평균은?,,,,거래상담,보통,지적재산권,해결율,울산,최근3년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,(최근3년) 기준 (울산) (지적재산권) 변호사 (해결율) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0057,급하게 회사 설립 관련 법무 서비스가 필요해요 도움주세요
법무법인 동래에서 (노동법무) 사건의 (총비용)와 서비스 내용을 상담받고 싶습니다.,,,,거래상담,보통,노동법무,총비용,부산,2019-2023년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (노동법무) 사건의 (총비용)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0058,급하게 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요
법무법인 동래에서 (노동법무) 사건의 (파트너수)와 서비스 내용을 상담받고 싶습니다.,,,,거래상담,보통,노동법무,파트너수,경남,2025년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (노동법무) 사건의 (파트너수)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0059,급하게 회사 설립 관련 법무 서비스가 필요해요 문의드려요
(2019-2023년) 기준 (창원) (IT통신법무) 분야의 (착수금)를 알려줘.,,,,정보조회,보통,IT통신법무,착수금,창원,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,(2019-2023년) 기준 (창원) (IT통신법무) 분야의 (착수금)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0060,급하게 회사 설립 관련 법무 서비스가 필요해요 알려주세요
